,date,store_nbr,family,sales,onpromotion,transactions,dcoilwtico,type,locale_name,transferred
2118136,2016-03-22,33.0,LAWN AND GARDEN,0.0,0.0,991.0,41.45,Not Holiday,Ecuador,False
2845942,2017-04-24,2.0,EGGS,172.0,2.0,1737.0,48.9,Not Holiday,Ecuador,False
2414733,2016-08-27,3.0,GROCERY II,63.0,0.0,3498.0,46.97,Not Holiday,Ecuador,False
1828253,2015-10-11,51.0,EGGS,318.0,1.0,1543.0,47.09,Not Holiday,Ecuador,False
1674755,2015-07-17,43.0,POULTRY,164.773,15.0,1266.0,50.88,Not Holiday,Ecuador,False
2373515,2016-08-03,50.0,GROCERY I,6494.0,41.0,2310.0,40.8,Not Holiday,Ecuador,False
1667652,2015-07-13,44.0,LAWN AND GARDEN,4.0,0.0,4067.0,52.19,Not Holiday,Ecuador,False
113717,2013-03-05,43.0,MEATS,142.036,0.0,1233.0,90.88,Not Holiday,Ecuador,False
2276724,2016-06-14,33.0,EGGS,75.0,0.0,895.0,48.49,Not Holiday,Ecuador,False
1316750,2014-12-31,49.0,CLEANING,1447.0,1.0,3625.0,53.45,Additional,Ecuador,False
1954991,2015-12-22,2.0,HARDWARE,4.0,0.0,3081.0,36.12,Additional,Ecuador,False
2784426,2017-03-21,28.0,CELEBRATION,22.0,0.0,1307.0,47.02,Not Holiday,Ecuador,False
1411397,2015-02-23,1.0,EGGS,164.0,0.0,1763.0,49.56,Not Holiday,Ecuador,False
1330370,2015-01-08,29.0,SCHOOL AND OFFICE SUPPLIES,0.0,0.0,0.0,48.8,Not Holiday,Ecuador,False
1478232,2015-04-01,28.0,LAWN AND GARDEN,2.0,0.0,1234.0,50.12,Holiday,Cotopaxi,False
1651501,2015-07-04,41.0,CELEBRATION,16.0,0.0,1250.0,52.48,Not Holiday,Ecuador,False
1669224,2015-07-14,38.0,DAIRY,715.0,0.0,1464.0,53.05,Not Holiday,Ecuador,False
2977770,2017-07-04,1.0,BEVERAGES,2284.0,27.0,1803.0,45.11,Not Holiday,Ecuador,False
1781920,2015-09-15,51.0,DELI,244.254,0.0,1467.0,44.58,Not Holiday,Ecuador,False
2292679,2016-06-23,30.0,PET SUPPLIES,0.0,0.0,610.0,49.34,Holiday,Guaranda,False
1141326,2014-09-25,25.0,GROCERY I,987.0,1.0,600.0,93.59,Not Holiday,Ecuador,False
2728976,2017-02-18,21.0,PREPARED FOODS,144.117,1.0,1295.0,54.02,Not Holiday,Ecuador,False
1584636,2015-05-31,12.0,SEAFOOD,4.0,0.0,1840.0,60.24,Not Holiday,Ecuador,False
17390,2013-01-10,40.0,MEATS,43.656,0.0,944.0,93.81,Not Holiday,Ecuador,False
2985065,2017-07-08,6.0,BREAD/BAKERY,666.91,6.0,2037.0,44.4,Not Holiday,Ecuador,False
784150,2014-03-13,1.0,POULTRY,224.421,0.0,1752.0,98.57,Not Holiday,Ecuador,False
756420,2014-02-25,25.0,HOME CARE,0.0,0.0,705.0,102.2,Not Holiday,Ecuador,False
882999,2014-05-07,27.0,DELI,191.888,0.0,1146.0,101.06,Not Holiday,Ecuador,False
696033,2014-01-22,31.0,LINGERIE,6.0,0.0,1026.0,96.35,Not Holiday,Ecuador,False
979730,2014-06-27,42.0,HOME APPLIANCES,0.0,0.0,0.0,106.46,Not Holiday,Ecuador,False
1517392,2015-04-23,27.0,DELI,190.236,1.0,1306.0,56.59,Not Holiday,Ecuador,False
473621,2013-09-19,41.0,PRODUCE,5.0,0.0,744.0,106.26,Not Holiday,Ecuador,False
1800126,2015-09-26,8.0,SEAFOOD,63.795,1.0,2662.0,44.4,Not Holiday,Ecuador,False
1889937,2015-11-15,30.0,HOME APPLIANCES,0.0,0.0,682.0,41.68,Not Holiday,Ecuador,False
1486887,2015-04-06,20.0,PREPARED FOODS,38.22,0.0,1488.0,52.08,Not Holiday,Ecuador,False
343425,2013-07-08,38.0,LADIESWEAR,0.0,0.0,1550.0,103.03,Not Holiday,Ecuador,False
527272,2013-10-19,47.0,MAGAZINES,0.0,0.0,4876.0,99.28,Not Holiday,Ecuador,False
1453303,2015-03-18,29.0,CELEBRATION,0.0,0.0,0.0,44.63,Not Holiday,Ecuador,False
359401,2013-07-17,36.0,MAGAZINES,0.0,0.0,773.0,106.39,Not Holiday,Ecuador,False
2027865,2016-01-31,52.0,BOOKS,0.0,0.0,0.0,31.62,Not Holiday,Ecuador,False
3008343,2017-07-21,9.0,HOME CARE,333.0,9.0,1846.0,45.78,Not Holiday,Ecuador,False
347726,2013-07-11,6.0,PRODUCE,16.0,0.0,1533.0,104.77,Not Holiday,Ecuador,False
817148,2014-03-31,29.0,PET SUPPLIES,0.0,0.0,0.0,101.57,Not Holiday,Ecuador,False
393138,2013-08-05,33.0,BABY CARE,0.0,0.0,1200.0,106.61,Holiday,Esmeraldas,False
1097818,2014-09-01,2.0,SCHOOL AND OFFICE SUPPLIES,0.0,0.0,1985.0,92.92,Not Holiday,Ecuador,False
2805528,2017-04-02,19.0,LINGERIE,2.0,0.0,1338.0,50.25,Not Holiday,Ecuador,False
225538,2013-05-07,30.0,DAIRY,103.0,0.0,696.0,95.28,Not Holiday,Ecuador,False
2044722,2016-02-10,22.0,SCHOOL AND OFFICE SUPPLIES,0.0,0.0,707.0,27.54,Not Holiday,Ecuador,False
2705553,2017-02-05,14.0,BEVERAGES,1290.0,24.0,948.0,53.01,Not Holiday,Ecuador,False
2865680,2017-05-05,6.0,HARDWARE,0.0,0.0,1593.0,46.23,Not Holiday,Ecuador,False
2300542,2016-06-25,54.0,FROZEN FOODS,47.0,11.0,905.0,45.8,Holiday,Latacunga,False
1922420,2015-12-03,42.0,POULTRY,157.663,0.0,851.0,41.08,Not Holiday,Ecuador,False
1557042,2015-05-15,40.0,PET SUPPLIES,0.0,0.0,1340.0,59.73,Not Holiday,Ecuador,False
1378500,2015-02-04,30.0,HARDWARE,0.0,0.0,713.0,48.45,Not Holiday,Ecuador,False
2042285,2016-02-09,3.0,BEVERAGES,8628.0,38.0,3088.0,27.96,Holiday,Ecuador,False
619723,2013-12-10,41.0,DAIRY,407.0,0.0,871.0,98.32,Not Holiday,Ecuador,False
835032,2014-04-10,31.0,MEATS,329.328,0.0,1309.0,103.37,Not Holiday,Ecuador,False
2308811,2016-06-30,33.0,LINGERIE,9.0,0.0,816.0,48.27,Not Holiday,Ecuador,False
2254752,2016-06-02,15.0,HOME AND KITCHEN II,12.0,0.0,1338.0,49.14,Not Holiday,Ecuador,False
1489686,2015-04-07,51.0,MAGAZINES,3.0,0.0,1557.0,53.95,Not Holiday,Ecuador,False
2627751,2016-12-22,43.0,MEATS,256.521,19.0,1757.0,51.98,Holiday,Salinas,False
1939965,2015-12-13,34.0,HOME APPLIANCES,1.0,0.0,2288.0,36.31,Not Holiday,Ecuador,False
1129599,2014-09-18,48.0,AUTOMOTIVE,5.0,0.0,1833.0,93.07,Not Holiday,Ecuador,False
2103722,2016-03-14,28.0,PLAYERS AND ELECTRONICS,0.0,0.0,1088.0,37.2,Not Holiday,Ecuador,False
1214329,2014-11-05,23.0,LADIESWEAR,4.0,0.0,1076.0,78.71,Not Holiday,Ecuador,False
1826125,2015-10-10,40.0,PLAYERS AND ELECTRONICS,6.0,0.0,1233.0,47.09,Not Holiday,Ecuador,False
1817403,2015-10-05,46.0,HOME APPLIANCES,0.0,0.0,3357.0,46.28,Not Holiday,Ecuador,False
1462608,2015-03-23,41.0,BREAD/BAKERY,432.244,0.0,971.0,47.4,Not Holiday,Ecuador,False
2141822,2016-04-04,49.0,GROCERY I,8419.0,30.0,2776.0,34.3,Not Holiday,Ecuador,False
1467397,2015-03-26,24.0,DELI,191.465,0.0,2069.0,51.41,Not Holiday,Ecuador,False
877677,2014-05-04,28.0,AUTOMOTIVE,7.0,0.0,1561.0,99.74,Not Holiday,Ecuador,False
912508,2014-05-24,3.0,HOME AND KITCHEN II,0.0,0.0,3569.0,104.78,Holiday,Ecuador,False
431005,2013-08-26,46.0,HOME APPLIANCES,1.0,0.0,3194.0,105.88,Not Holiday,Ecuador,False
2405186,2016-08-21,38.0,BEVERAGES,2613.0,36.0,1619.0,46.8,Not Holiday,Ecuador,False
275562,2013-06-03,34.0,BOOKS,0.0,0.0,2400.0,93.41,Not Holiday,Ecuador,False
2675079,2017-01-19,8.0,LINGERIE,33.0,0.0,2430.0,51.39,Not Holiday,Ecuador,False
1091352,2014-08-28,23.0,AUTOMOTIVE,0.0,0.0,1010.0,96.44,Not Holiday,Ecuador,False
1149639,2014-09-30,7.0,DELI,137.476,0.0,1900.0,91.17,Not Holiday,Ecuador,False
378412,2013-07-28,18.0,PET SUPPLIES,0.0,0.0,1102.0,104.61,Not Holiday,Ecuador,False
1560583,2015-05-17,40.0,BEVERAGES,3820.0,2.0,1517.0,59.44,Not Holiday,Ecuador,False
2861123,2017-05-02,30.0,FROZEN FOODS,38.0,2.0,781.0,47.65,Not Holiday,Ecuador,False
3042472,2017-08-09,17.0,PERSONAL CARE,188.0,7.0,1284.0,49.59,Not Holiday,Ecuador,False
808450,2014-03-26,36.0,CLEANING,545.0,0.0,944.0,100.61,Not Holiday,Ecuador,False
1054901,2014-08-07,52.0,HARDWARE,0.0,0.0,0.0,97.34,Not Holiday,Ecuador,False
2443411,2016-09-12,8.0,HARDWARE,4.0,0.0,2446.0,46.28,Not Holiday,Ecuador,False
1886819,2015-11-13,44.0,BABY CARE,0.0,0.0,4295.0,40.69,Not Holiday,Ecuador,False
1555698,2015-05-14,54.0,BEAUTY,1.0,0.0,661.0,59.89,Not Holiday,Ecuador,False
2037906,2016-02-06,32.0,GROCERY II,0.0,0.0,819.0,29.71,Not Holiday,Ecuador,False
2232386,2016-05-20,39.0,MEATS,142.25299,0.0,1347.0,47.67,Not Holiday,Ecuador,False
2519291,2016-10-24,39.0,PLAYERS AND ELECTRONICS,6.0,0.0,1144.0,50.18,Not Holiday,Ecuador,False
807711,2014-03-26,13.0,PLAYERS AND ELECTRONICS,1.0,0.0,797.0,100.61,Not Holiday,Ecuador,False
326962,2013-06-30,25.0,MAGAZINES,0.0,0.0,660.0,97.94,Not Holiday,Ecuador,False
1890622,2015-11-15,51.0,DELI,322.281,0.0,1955.0,41.68,Not Holiday,Ecuador,False
1406095,2015-02-20,2.0,LINGERIE,0.0,0.0,1935.0,49.95,Not Holiday,Ecuador,False
1255748,2014-11-28,36.0,MAGAZINES,0.0,0.0,864.0,65.94,Event,Ecuador,False
402845,2013-08-11,3.0,CELEBRATION,0.0,0.0,3240.0,106.19,Not Holiday,Ecuador,False
1586061,2015-06-01,2.0,BREAD/BAKERY,630.3,1.0,1956.0,60.24,Not Holiday,Ecuador,False
1843735,2015-10-20,34.0,HOME AND KITCHEN I,32.0,0.0,1969.0,45.84,Not Holiday,Ecuador,False
1717561,2015-08-10,45.0,AUTOMOTIVE,25.0,0.0,4152.0,44.94,Holiday,Ecuador,False
2437988,2016-09-09,6.0,BEVERAGES,3528.0,24.0,1735.0,45.88,Not Holiday,Ecuador,False
2247614,2016-05-29,15.0,CELEBRATION,2.0,0.0,974.0,49.1,Not Holiday,Ecuador,False
197000,2013-04-21,29.0,HOME AND KITCHEN I,0.0,0.0,0.0,88.81,Holiday,Riobamba,False
1125920,2014-09-16,44.0,HOME APPLIANCES,2.0,0.0,4125.0,94.91,Not Holiday,Ecuador,False
2050654,2016-02-13,40.0,MAGAZINES,2.0,0.0,1497.0,29.05,Not Holiday,Ecuador,False
493473,2013-09-30,49.0,HOME AND KITCHEN II,0.0,0.0,1849.0,102.36,Not Holiday,Ecuador,False
185544,2013-04-15,6.0,EGGS,219.0,0.0,1712.0,88.75,Not Holiday,Ecuador,False
992151,2014-07-03,47.0,SCHOOL AND OFFICE SUPPLIES,3.0,0.0,3784.0,104.76,Holiday,Santo Domingo,False
2528091,2016-10-29,36.0,HOME AND KITCHEN II,7.0,6.0,982.0,46.83,Not Holiday,Ecuador,False
2038695,2016-02-07,2.0,EGGS,152.0,0.0,1556.0,29.71,Not Holiday,Ecuador,False
2167938,2016-04-19,30.0,PERSONAL CARE,297.0,0.0,919.0,40.88,Event,Ecuador,False
2409306,2016-08-23,54.0,SCHOOL AND OFFICE SUPPLIES,0.0,0.0,755.0,47.54,Not Holiday,Ecuador,False
174004,2013-04-08,34.0,LAWN AND GARDEN,0.0,0.0,2481.0,93.36,Not Holiday,Ecuador,False
2810135,2017-04-04,51.0,DAIRY,1390.0,3.0,1441.0,50.99,Not Holiday,Ecuador,False
2545279,2016-11-08,17.0,FROZEN FOODS,115.528,3.0,1510.0,44.96,Not Holiday,Ecuador,False
2717178,2017-02-11,42.0,GROCERY I,3396.0,40.0,1344.0,52.96,Not Holiday,Ecuador,False
2436631,2016-09-08,18.0,SEAFOOD,0.0,0.0,0.0,47.63,Not Holiday,Ecuador,False
2069392,2016-02-24,14.0,HOME APPLIANCES,0.0,0.0,1165.0,30.35,Not Holiday,Ecuador,False
2174836,2016-04-22,23.0,PET SUPPLIES,2.0,0.0,1078.0,42.76,Event,Ecuador,False
222009,2013-05-05,31.0,EGGS,168.0,0.0,1792.0,95.8,Not Holiday,Ecuador,False
780354,2014-03-10,48.0,PLAYERS AND ELECTRONICS,20.0,0.0,2588.0,101.39,Not Holiday,Ecuador,False
2537739,2016-11-04,4.0,POULTRY,526.197,38.0,1377.0,44.07,Bridge,Ecuador,False
1947953,2015-12-18,6.0,LADIESWEAR,37.0,0.0,2139.0,34.72,Not Holiday,Ecuador,False
2608586,2016-12-12,45.0,MEATS,1048.178,1.0,3658.0,52.74,Not Holiday,Ecuador,False
2468335,2016-09-26,7.0,MAGAZINES,25.0,0.0,1808.0,45.6,Not Holiday,Ecuador,False
2731176,2017-02-19,34.0,HOME CARE,184.0,5.0,2147.0,54.02,Not Holiday,Ecuador,False
2954989,2017-06-24,12.0,PERSONAL CARE,249.0,10.0,1318.0,43.24,Not Holiday,Ecuador,False
2824657,2017-04-13,5.0,EGGS,72.0,3.0,1360.0,53.19,Transfer,Cuenca,False
496889,2013-10-02,45.0,AUTOMOTIVE,10.0,0.0,3379.0,104.15,Not Holiday,Ecuador,False
292495,2013-06-13,7.0,DAIRY,733.0,0.0,1714.0,96.66,Not Holiday,Ecuador,False
2284380,2016-06-18,49.0,EGGS,702.0,0.0,4133.0,49.4,Not Holiday,Ecuador,False
487543,2013-09-27,31.0,PET SUPPLIES,0.0,0.0,1064.0,102.86,Not Holiday,Ecuador,False
1263921,2014-12-03,14.0,GROCERY I,2418.0,1.0,1436.0,67.3,Not Holiday,Ecuador,False
47132,2013-01-27,24.0,AUTOMOTIVE,6.0,0.0,1813.0,95.95,Not Holiday,Ecuador,False
1206393,2014-10-31,53.0,BEVERAGES,948.0,2.0,849.0,80.53,Not Holiday,Ecuador,False
643163,2013-12-22,52.0,DELI,0.0,0.0,0.0,98.62,Additional,Ecuador,False
2950625,2017-06-21,42.0,HOME APPLIANCES,3.0,0.0,1171.0,42.48,Not Holiday,Ecuador,False
1647743,2015-07-03,18.0,BREAD/BAKERY,610.0,0.0,1229.0,52.48,Holiday,El Carmen,False
1001630,2014-07-09,4.0,BREAD/BAKERY,358.164,0.0,1497.0,102.93,Event,Ecuador,False
1401314,2015-02-17,19.0,PERSONAL CARE,171.0,0.0,1130.0,53.56,Holiday,Ecuador,False
2397959,2016-08-17,35.0,BEVERAGES,1453.0,22.0,639.0,46.81,Not Holiday,Ecuador,False
2885722,2017-05-16,19.0,PERSONAL CARE,121.0,11.0,1030.0,48.64,Not Holiday,Ecuador,False
1116698,2014-09-11,35.0,BEAUTY,0.0,0.0,566.0,92.89,Not Holiday,Ecuador,False
1610082,2015-06-14,28.0,BEAUTY,3.0,0.0,1617.0,59.53,Not Holiday,Ecuador,False
2471848,2016-09-28,6.0,BREAD/BAKERY,545.344,7.0,1579.0,47.07,Holiday,Ibarra,False
1898506,2015-11-20,20.0,CELEBRATION,8.0,0.0,1238.0,39.39,Not Holiday,Ecuador,False
2642608,2016-12-31,50.0,"LIQUOR,WINE,BEER",601.0,8.0,3388.0,52.36,Additional,Ecuador,False
1820444,2015-10-07,30.0,"LIQUOR,WINE,BEER",51.0,0.0,641.0,47.86,Holiday,Quevedo,False
648584,2013-12-26,51.0,PET SUPPLIES,0.0,0.0,1943.0,99.18,Additional,Ecuador,False
1961173,2015-12-24,29.0,CELEBRATION,11.0,0.0,2037.0,37.62,Additional,Ecuador,False
1110272,2014-09-08,2.0,FROZEN FOODS,97.3,1.0,2009.0,92.64,Not Holiday,Ecuador,False
553576,2013-11-03,34.0,PET SUPPLIES,0.0,0.0,2264.0,94.58,Holiday,Ecuador,False
2968658,2017-06-29,48.0,SEAFOOD,10.34,0.0,2161.0,44.88,Not Holiday,Ecuador,False
1805237,2015-09-29,1.0,POULTRY,250.29,0.0,1733.0,45.24,Not Holiday,Ecuador,False
2993778,2017-07-12,54.0,CELEBRATION,2.0,0.0,692.0,45.48,Not Holiday,Ecuador,False
2618901,2016-12-18,34.0,EGGS,228.0,2.0,2703.0,52.13,Not Holiday,Ecuador,False
53588,2013-01-31,3.0,LINGERIE,47.0,0.0,2790.0,97.65,Not Holiday,Ecuador,False
1456249,2015-03-20,10.0,HOME AND KITCHEN I,2.0,0.0,816.0,46.0,Not Holiday,Ecuador,False
594497,2013-11-26,32.0,PLAYERS AND ELECTRONICS,0.0,0.0,590.0,93.41,Not Holiday,Ecuador,False
1539090,2015-05-05,36.0,PET SUPPLIES,0.0,0.0,1220.0,60.38,Not Holiday,Ecuador,False
1999770,2016-01-16,10.0,PERSONAL CARE,236.0,0.0,1054.0,28.47,Not Holiday,Ecuador,False
2059589,2016-02-18,41.0,HOME AND KITCHEN I,19.0,0.0,943.0,30.77,Not Holiday,Ecuador,False
1418864,2015-02-27,11.0,LADIESWEAR,0.0,0.0,2058.0,49.84,Not Holiday,Ecuador,False
2969133,2017-06-30,9.0,GROCERY I,6337.695,89.0,1837.0,46.02,Not Holiday,Ecuador,False
1004733,2014-07-10,44.0,CELEBRATION,22.0,0.0,3780.0,103.61,Not Holiday,Ecuador,False
1828304,2015-10-11,52.0,POULTRY,0.0,0.0,0.0,47.09,Not Holiday,Ecuador,False
2274011,2016-06-13,5.0,BEVERAGES,1662.0,27.0,1228.0,48.89,Not Holiday,Ecuador,False
635704,2013-12-19,39.0,HOME APPLIANCES,0.0,0.0,1900.0,98.4,Not Holiday,Ecuador,False
1894290,2015-11-17,54.0,HARDWARE,0.0,0.0,744.0,40.73,Not Holiday,Ecuador,False
147082,2013-03-24,28.0,PET SUPPLIES,0.0,0.0,1192.0,94.55,Not Holiday,Ecuador,False
64080,2013-02-05,51.0,LADIESWEAR,0.0,0.0,1551.0,96.68,Not Holiday,Ecuador,False
1298501,2014-12-22,18.0,LAWN AND GARDEN,2.0,0.0,2137.0,55.25,Additional,Ecuador,False
1272303,2014-12-07,52.0,GROCERY I,0.0,0.0,0.0,63.13,Not Holiday,Ecuador,False
2432524,2016-09-06,2.0,HOME APPLIANCES,0.0,0.0,1838.0,44.85,Not Holiday,Ecuador,False
930947,2014-06-03,22.0,DAIRY,0.0,0.0,0.0,103.34,Not Holiday,Ecuador,False
2366433,2016-07-30,51.0,PERSONAL CARE,339.0,5.0,1872.0,40.05,Not Holiday,Ecuador,False
2446228,2016-09-13,39.0,PET SUPPLIES,5.0,0.0,1358.0,44.91,Not Holiday,Ecuador,False
697500,2014-01-23,22.0,BEVERAGES,0.0,0.0,0.0,97.23,Not Holiday,Ecuador,False
1464264,2015-03-24,37.0,FROZEN FOODS,132.0,1.0,1494.0,47.03,Not Holiday,Ecuador,False
1347377,2015-01-18,5.0,EGGS,200.0,1.0,1515.0,46.79,Not Holiday,Ecuador,False
2759159,2017-03-07,18.0,HOME APPLIANCES,1.0,0.0,1473.0,52.68,Not Holiday,Ecuador,False
1399103,2015-02-16,6.0,PERSONAL CARE,319.0,0.0,1655.0,53.56,Holiday,Ecuador,False
1580838,2015-05-29,5.0,PREPARED FOODS,86.595,1.0,1510.0,60.25,Not Holiday,Ecuador,False
752895,2014-02-23,26.0,MEATS,320.016,0.0,668.0,103.17,Not Holiday,Ecuador,False
2118976,2016-03-23,5.0,BEAUTY,6.0,0.0,1271.0,38.28,Not Holiday,Ecuador,False
758167,2014-02-26,24.0,HOME AND KITCHEN II,0.0,0.0,2379.0,102.93,Not Holiday,Ecuador,False
2577729,2016-11-25,28.0,"LIQUOR,WINE,BEER",111.0,6.0,986.0,46.72,Event,Ecuador,False
2324581,2016-07-08,25.0,HOME APPLIANCES,0.0,0.0,811.0,45.37,Not Holiday,Ecuador,False
464332,2013-09-14,30.0,HARDWARE,3.0,0.0,794.0,106.54,Not Holiday,Ecuador,False
728370,2014-02-09,39.0,HOME CARE,0.0,0.0,1516.0,100.12,Not Holiday,Ecuador,False
124,2013-01-01,3.0,HOME APPLIANCES,0.0,0.0,0.0,93.14,Holiday,Ecuador,False
651866,2013-12-28,43.0,DAIRY,327.0,0.0,1720.0,98.9,Not Holiday,Ecuador,False
2248546,2016-05-29,43.0,HARDWARE,1.0,0.0,1209.0,49.1,Not Holiday,Ecuador,False
2670267,2017-01-16,24.0,PLAYERS AND ELECTRONICS,15.0,0.0,2187.0,52.45,Not Holiday,Ecuador,False
726192,2014-02-08,27.0,HOME CARE,0.0,0.0,1666.0,100.12,Not Holiday,Ecuador,False
2666781,2017-01-14,27.0,CELEBRATION,38.0,0.0,1780.0,52.45,Not Holiday,Ecuador,False
88564,2013-02-19,37.0,HOME APPLIANCES,0.0,0.0,1364.0,96.69,Not Holiday,Ecuador,False
2987748,2017-07-09,33.0,HOME AND KITCHEN I,49.0,8.0,1010.0,44.4,Not Holiday,Ecuador,False
1085496,2014-08-25,7.0,HOME CARE,0.0,0.0,1827.0,95.39,Not Holiday,Ecuador,False
2411775,2016-08-25,21.0,PERSONAL CARE,199.0,3.0,826.0,46.97,Not Holiday,Ecuador,False
124644,2013-03-11,50.0,POULTRY,269.601,0.0,2264.0,92.07,Not Holiday,Ecuador,False
2123843,2016-03-25,44.0,HOME CARE,566.0,1.0,4438.0,37.99,Holiday,Ecuador,False
894155,2014-05-13,41.0,FROZEN FOODS,63.0,0.0,861.0,102.01,Not Holiday,Ecuador,False
116385,2013-03-07,16.0,LADIESWEAR,0.0,0.0,848.0,91.53,Not Holiday,Ecuador,False
174405,2013-04-08,46.0,PERSONAL CARE,473.0,0.0,2969.0,93.36,Not Holiday,Ecuador,False
1581661,2015-05-29,30.0,PLAYERS AND ELECTRONICS,0.0,0.0,692.0,60.25,Not Holiday,Ecuador,False
322973,2013-06-28,12.0,PLAYERS AND ELECTRONICS,0.0,0.0,1189.0,96.36,Not Holiday,Ecuador,False
2018668,2016-01-26,43.0,HARDWARE,0.0,0.0,1165.0,29.54,Not Holiday,Ecuador,False
1170662,2014-10-11,50.0,FROZEN FOODS,169.0,2.0,3330.0,85.73,Not Holiday,Ecuador,False
1633997,2015-06-25,53.0,LADIESWEAR,13.0,0.0,734.0,59.59,Holiday,Imbabura,False
2170220,2016-04-20,45.0,PRODUCE,7484.67,202.0,3647.0,42.72,Event,Ecuador,False
2537961,2016-11-04,11.0,LADIESWEAR,8.0,0.0,2497.0,44.07,Bridge,Ecuador,False
2001557,2016-01-17,10.0,PRODUCE,327.244,0.0,902.0,28.47,Not Holiday,Ecuador,False
659712,2014-01-02,11.0,AUTOMOTIVE,7.0,0.0,2863.0,95.14,Not Holiday,Ecuador,False
1031630,2014-07-25,49.0,DAIRY,1270.0,1.0,2316.0,105.23,Holiday,Guayaquil,False
2391879,2016-08-14,12.0,POULTRY,165.858,0.0,1057.0,45.72,Not Holiday,Ecuador,False
711195,2014-01-31,5.0,BEVERAGES,1512.0,0.0,1420.0,97.55,Not Holiday,Ecuador,False
2721124,2017-02-13,53.0,SCHOOL AND OFFICE SUPPLIES,0.0,0.0,1227.0,52.96,Not Holiday,Ecuador,False
852502,2014-04-20,21.0,BOOKS,0.0,0.0,0.0,104.35,Not Holiday,Ecuador,False
771560,2014-03-05,52.0,FROZEN FOODS,0.0,0.0,0.0,101.75,Not Holiday,Ecuador,False
9912,2013-01-06,30.0,BOOKS,0.0,0.0,667.0,93.2,Not Holiday,Ecuador,False
1843815,2015-10-20,36.0,PREPARED FOODS,48.976,0.0,1481.0,45.84,Not Holiday,Ecuador,False
2813141,2017-04-06,34.0,FROZEN FOODS,60.0,1.0,2171.0,51.69,Not Holiday,Ecuador,False
2315966,2016-07-03,44.0,MEATS,1260.182,11.0,4952.0,46.73,Holiday,El Carmen,False
874327,2014-05-02,34.0,HOME AND KITCHEN II,0.0,0.0,2809.0,100.09,Not Holiday,Ecuador,False
2819047,2017-04-09,51.0,EGGS,384.0,2.0,1549.0,53.06,Not Holiday,Ecuador,False
1604849,2015-06-11,31.0,HOME AND KITCHEN II,10.0,0.0,1310.0,60.74,Not Holiday,Ecuador,False
1977357,2016-01-03,33.0,LADIESWEAR,0.0,0.0,0.0,36.81,Not Holiday,Ecuador,False
2682728,2017-01-23,24.0,HARDWARE,3.0,0.0,2204.0,52.77,Not Holiday,Ecuador,False
1909668,2015-11-26,34.0,HARDWARE,0.0,0.0,1788.0,40.57,Not Holiday,Ecuador,False
2795459,2017-03-27,38.0,HOME APPLIANCES,0.0,0.0,1333.0,47.02,Not Holiday,Ecuador,False
1815142,2015-10-04,32.0,AUTOMOTIVE,6.0,0.0,644.0,46.28,Not Holiday,Ecuador,False
1365910,2015-01-28,26.0,PRODUCE,0.0,0.0,482.0,44.08,Not Holiday,Ecuador,False
1074280,2014-08-18,45.0,"LIQUOR,WINE,BEER",93.0,0.0,3770.0,96.44,Not Holiday,Ecuador,False
1692423,2015-07-27,39.0,DAIRY,559.0,2.0,1356.0,47.17,Not Holiday,Ecuador,False
1957054,2015-12-22,33.0,"LIQUOR,WINE,BEER",62.0,0.0,1472.0,36.12,Holiday,Salinas,False
1156030,2014-10-03,38.0,SCHOOL AND OFFICE SUPPLIES,1.0,0.0,1773.0,89.76,Not Holiday,Ecuador,False
2984572,2017-07-07,45.0,CLEANING,2603.0,43.0,4085.0,44.25,Not Holiday,Ecuador,False
991467,2014-07-03,37.0,LADIESWEAR,27.0,0.0,1655.0,104.76,Holiday,Santo Domingo,False
598914,2013-11-29,4.0,"LIQUOR,WINE,BEER",99.0,0.0,1365.0,92.55,Not Holiday,Ecuador,False
3043602,2017-08-09,52.0,AUTOMOTIVE,11.0,0.0,2300.0,49.59,Not Holiday,Ecuador,False
2878090,2017-05-12,4.0,HOME AND KITCHEN II,9.0,3.0,1361.0,47.83,Holiday,Puyo,False
2912424,2017-05-31,18.0,PRODUCE,1306.943,5.0,1286.0,48.29,Not Holiday,Ecuador,False
1370778,2015-01-31,12.0,HARDWARE,1.0,0.0,1353.0,49.25,Not Holiday,Ecuador,False
421734,2013-08-21,35.0,LADIESWEAR,0.0,0.0,525.0,103.93,Not Holiday,Ecuador,False
122682,2013-03-10,45.0,GROCERY II,83.0,0.0,4374.0,92.07,Not Holiday,Ecuador,False
2368258,2016-07-31,53.0,BEAUTY,21.0,1.0,1691.0,40.05,Not Holiday,Ecuador,False
2860281,2017-05-02,4.0,PLAYERS AND ELECTRONICS,4.0,0.0,1320.0,47.65,Not Holiday,Ecuador,False
1148724,2014-09-29,33.0,HOME CARE,291.0,0.0,1144.0,94.53,Not Holiday,Ecuador,False
1322833,2015-01-04,17.0,HOME CARE,0.0,0.0,1490.0,50.05,Not Holiday,Ecuador,False
2345998,2016-07-20,26.0,HOME APPLIANCES,0.0,0.0,474.0,44.96,Not Holiday,Ecuador,False
877170,2014-05-04,12.0,LINGERIE,3.0,0.0,1286.0,99.74,Not Holiday,Ecuador,False
1305195,2014-12-26,12.0,BABY CARE,0.0,0.0,1440.0,54.59,Bridge,Ecuador,False
